ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	term	Ont
GO:0031331	GO:0031331	7/192	192/11754	0.038176797	0.856927543	0.856927543	CNOT6L/EXOSC9/GRSF1/HNRNPD/METTL14/NOCT/SLC4A4	7	positive regulation of cellular catabolic process	BP
GO:0009617	GO:0009617	8/192	234/11754	0.038286557	0.856927543	0.856927543	ANKRD17/CXCL13/IL8L2/JCHAIN/NOCT/PLACL2/STAP1/TNIP3	8	response to bacterium	BP
GO:0030246	GO:0030246	4/192	78/11754	0.038639719	0.856927543	0.856927543	ADGRL3/ALPK1/PPP1R3B/STBD1	4	carbohydrate binding	MF
GO:0030295	GO:0030295	4/192	78/11754	0.038639719	0.856927543	0.856927543	AREG/EPGN/EREG/STAP1	4	protein kinase activator activity	MF
GO:0051147	GO:0051147	4/192	78/11754	0.038639719	0.856927543	0.856927543	ANKRD17/EREG/HOPX/SMAD1	4	regulation of muscle cell differentiation	BP
GO:0001658	GO:0001658	3/192	46/11754	0.038995077	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	branching involved in ureteric bud morphogenesis	BP
GO:0002039	GO:0002039	3/192	46/11754	0.038995077	0.856927543	0.856927543	POU4F2/RCHY1/SETD7	3	p53 binding	MF
GO:0051145	GO:0051145	3/192	46/11754	0.038995077	0.856927543	0.856927543	ANKRD17/EDNRA/EREG	3	smooth muscle cell differentiation	BP
GO:0061097	GO:0061097	3/192	47/11754	0.041168617	0.856927543	0.856927543	AREG/EPGN/EREG	3	regulation of protein tyrosine kinase activity	BP
GO:0005504	GO:0005504	2/192	20/11754	0.041590283	0.856927543	0.856927543	ALB/FABP2	2	fatty acid binding	MF
GO:0006195	GO:0006195	2/192	20/11754	0.041590283	0.856927543	0.856927543	NUDT9/PDE5A	2	purine nucleotide catabolic process	BP
GO:0010573	GO:0010573	2/192	20/11754	0.041590283	0.856927543	0.856927543	ADAMTS3/HPSE	2	vascular endothelial growth factor production	BP
GO:0014743	GO:0014743	2/192	20/11754	0.041590283	0.856927543	0.856927543	PDE5A/TRPC3	2	regulation of muscle hypertrophy	BP
GO:0006402	GO:0006402	6/192	155/11754	0.041676668	0.856927543	0.856927543	CNOT6L/EXOSC9/HNRNPD/METTL14/NOCT/YTHDC1	6	mRNA catabolic process	BP
GO:0002237	GO:0002237	5/192	117/11754	0.042734423	0.856927543	0.856927543	CXCL13/IL8L2/NOCT/STAP1/TNIP3	5	response to molecule of bacterial origin	BP
GO:0070851	GO:0070851	4/192	81/11754	0.043427326	0.856927543	0.856927543	EPGN/EREG/FGF2/FGF5	4	growth factor receptor binding	MF
GO:0002757	GO:0002757	7/192	198/11754	0.043865523	0.856927543	0.856927543	ALPK1/ANKRD17/MFHAS1/OTUD4/STAP1/TIFA/TNIP3	7	immune response-activating signaling pathway	BP
GO:1901361	GO:1901361	9/192	286/11754	0.045196959	0.856927543	0.856927543	CNOT6L/EXOSC9/GRSF1/HNRNPD/METTL14/NOCT/NUDT9/PDE5A/YTHDC1	9	organic cyclic compound catabolic process	BP
GO:0043094	GO:0043094	2/192	21/11754	0.045484576	0.856927543	0.856927543	DCK/ENOPH1	2	cellular metabolic compound salvage	BP
GO:0045840	GO:0045840	2/192	21/11754	0.045484576	0.856927543	0.856927543	EPGN/EREG	2	positive regulation of mitotic nuclear division	BP
GO:0090114	GO:0090114	2/192	21/11754	0.045484576	0.856927543	0.856927543	SEC24D/SEC31A	2	COPII-coated vesicle budding	BP
GO:1904029	GO:1904029	3/192	49/11754	0.045695079	0.856927543	0.856927543	CCNA2/CCNI/PKD2	3	regulation of cyclin-dependent protein kinase activity	BP
GO:0000956	GO:0000956	4/192	83/11754	0.046796365	0.856927543	0.856927543	CNOT6L/EXOSC9/HNRNPD/NOCT	4	nuclear-transcribed mRNA catabolic process	BP
GO:0097553	GO:0097553	4/192	84/11754	0.048533985	0.856927543	0.856927543	ANK2/FGF2/PKD2/TRPC3	4	calcium ion transmembrane import into cytosol	BP
GO:1901136	GO:1901136	4/192	84/11754	0.048533985	0.856927543	0.856927543	FGF2/HPSE/NUDT9/PDE5A	4	carbohydrate derivative catabolic process	BP
GO:0005154	GO:0005154	2/192	22/11754	0.049507368	0.856927543	0.856927543	EPGN/EREG	2	epidermal growth factor receptor binding	MF
GO:0009261	GO:0009261	2/192	22/11754	0.049507368	0.856927543	0.856927543	NUDT9/PDE5A	2	ribonucleotide catabolic process	BP
GO:0014888	GO:0014888	2/192	22/11754	0.049507368	0.856927543	0.856927543	MYOZ2/TRPC3	2	striated muscle adaptation	BP
GO:0051150	GO:0051150	2/192	22/11754	0.049507368	0.856927543	0.856927543	ANKRD17/EREG	2	regulation of smooth muscle cell differentiation	BP
GO:0034249	GO:0034249	5/192	122/11754	0.04960091	0.856927543	0.856927543	CNOT6L/EXOSC9/HNRNPD/METTL14/NOCT	5	negative regulation of amide metabolic process	BP
GO:0002764	GO:0002764	7/192	204/11754	0.050076217	0.856927543	0.856927543	ALPK1/ANKRD17/MFHAS1/OTUD4/STAP1/TIFA/TNIP3	7	immune response-regulating signaling pathway	BP
GO:0000781	GO:0000781	4/192	85/11754	0.050306932	0.856927543	0.856927543	POLR2B/TNKS/WRN/ZNF827	4	"chromosome, telomeric region"	CC
GO:0008170	GO:0008170	3/192	51/11754	0.050457403	0.856927543	0.856927543	PRDM8/PRMT9/SETD7	3	N-methyltransferase activity	MF
GO:0004721	GO:0004721	5/192	123/11754	0.051047813	0.856927543	0.856927543	DUSP4/PPEF2/PPM1K/PPP2CB/PTPN13	5	phosphoprotein phosphatase activity	MF
GO:0005635	GO:0005635	8/192	249/11754	0.051800506	0.856927543	0.856927543	ANKRD17/MAD2L1/NUDT9/NUP54/PGRMC2/SMAD1/TNKS/WDFY3	8	nuclear envelope	CC
GO:0019207	GO:0019207	6/192	165/11754	0.053541036	0.856927543	0.856927543	AREG/CCNA2/CCNI/EPGN/EREG/STAP1	6	kinase regulator activity	MF
GO:0003156	GO:0003156	2/192	23/11754	0.053653471	0.856927543	0.856927543	FGF2/SPRY1	2	regulation of animal organ formation	BP
GO:0042805	GO:0042805	2/192	23/11754	0.053653471	0.856927543	0.856927543	PKD2/SYNPO2	2	actinin binding	MF
GO:0140938	GO:0140938	2/192	23/11754	0.053653471	0.856927543	0.856927543	PRDM8/SETD7	2	histone H3 methyltransferase activity	MF
GO:1903670	GO:1903670	2/192	23/11754	0.053653471	0.856927543	0.856927543	FGF2/SMAD1	2	regulation of sprouting angiogenesis	BP
GO:0016052	GO:0016052	4/192	87/11754	0.053958504	0.856927543	0.856927543	PPP1R3B/SCARB2/SLC4A4/STBD1	4	carbohydrate catabolic process	BP
GO:0004722	GO:0004722	3/192	53/11754	0.055451166	0.856927543	0.856927543	DUSP4/PPM1K/PPP2CB	3	protein serine/threonine phosphatase activity	MF
GO:0006959	GO:0006959	3/192	53/11754	0.055451166	0.856927543	0.856927543	CXCL13/IL8L2/JCHAIN	3	humoral immune response	BP
GO:0031123	GO:0031123	3/192	53/11754	0.055451166	0.856927543	0.856927543	EXOSC9/LARP7/YTHDC1	3	RNA 3'-end processing	BP
GO:0060675	GO:0060675	3/192	53/11754	0.055451166	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	ureteric bud morphogenesis	BP
GO:0042742	GO:0042742	4/192	88/11754	0.055836944	0.856927543	0.856927543	ANKRD17/IL8L2/JCHAIN/PLACL2	4	defense response to bacterium	BP
GO:0071216	GO:0071216	4/192	88/11754	0.055836944	0.856927543	0.856927543	CXCL13/IL8L2/STAP1/TNIP3	4	cellular response to biotic stimulus	BP
GO:0072009	GO:0072009	4/192	88/11754	0.055836944	0.856927543	0.856927543	EDNRA/FAT4/FGF2/PKD2	4	nephron epithelium development	BP
GO:0006260	GO:0006260	6/192	168/11754	0.057462545	0.856927543	0.856927543	ANKRD17/CCNA2/EREG/JADE1/SMARCA5/WRN	6	DNA replication	BP
GO:0043549	GO:0043549	11/192	393/11754	0.057676162	0.856927543	0.856927543	AREG/CCNA2/CCNI/EPGN/EREG/FGF2/NPFFR2/PAQR3/PDE5A/PKD2/SPRY1	11	regulation of kinase activity	BP
GO:0000132	GO:0000132	2/192	24/11754	0.057917828	0.856927543	0.856927543	MAD2L1/SPRY1	2	establishment of mitotic spindle orientation	BP
GO:0019213	GO:0019213	2/192	24/11754	0.057917828	0.856927543	0.856927543	NDST3/NDST4	2	deacetylase activity	MF
GO:0040036	GO:0040036	2/192	24/11754	0.057917828	0.856927543	0.856927543	HHIP/SPRY1	2	regulation of fibroblast growth factor receptor signaling pathway	BP
GO:0043030	GO:0043030	2/192	24/11754	0.057917828	0.856927543	0.856927543	MFHAS1/STAP1	2	regulation of macrophage activation	BP
GO:0070198	GO:0070198	2/192	24/11754	0.057917828	0.856927543	0.856927543	TNKS/ZNF827	2	"protein localization to chromosome, telomeric region"	BP
GO:0070306	GO:0070306	2/192	24/11754	0.057917828	0.856927543	0.856927543	FGF2/SPRY1	2	lens fiber cell differentiation	BP
GO:0072523	GO:0072523	2/192	24/11754	0.057917828	0.856927543	0.856927543	NUDT9/PDE5A	2	purine-containing compound catabolic process	BP
GO:1905517	GO:1905517	2/192	24/11754	0.057917828	0.856927543	0.856927543	IL8L2/STAP1	2	macrophage migration	BP
GO:0048477	GO:0048477	3/192	54/11754	0.05803333	0.856927543	0.856927543	EDNRA/PDE5A/YTHDC1	3	oogenesis	BP
GO:0072171	GO:0072171	3/192	54/11754	0.05803333	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	mesonephric tubule morphogenesis	BP
GO:0019209	GO:0019209	4/192	90/11754	0.059698575	0.856927543	0.856927543	AREG/EPGN/EREG/STAP1	4	kinase activator activity	MF
GO:0030324	GO:0030324	5/192	129/11754	0.060245761	0.856927543	0.856927543	FGF2/HHIP/HOPX/SLC7A11/SPRY1	5	lung development	BP
GO:0030134	GO:0030134	2/192	25/11754	0.062295515	0.856927543	0.856927543	SEC24D/SEC31A	2	COPII-coated ER to Golgi transport vesicle	CC
GO:0034142	GO:0034142	2/192	25/11754	0.062295515	0.856927543	0.856927543	MFHAS1/TNIP3	2	toll-like receptor 4 signaling pathway	BP
GO:0045740	GO:0045740	2/192	25/11754	0.062295515	0.856927543	0.856927543	EREG/SMARCA5	2	positive regulation of DNA replication	BP
GO:0051294	GO:0051294	2/192	25/11754	0.062295515	0.856927543	0.856927543	MAD2L1/SPRY1	2	establishment of spindle orientation	BP
GO:0050778	GO:0050778	9/192	305/11754	0.062791758	0.856927543	0.856927543	ALPK1/ANKRD17/EREG/IL15/MFHAS1/OTUD4/STAP1/TIFA/TNIP3	9	positive regulation of immune response	BP
GO:0008276	GO:0008276	3/192	56/11754	0.063364978	0.856927543	0.856927543	PRDM8/PRMT9/SETD7	3	protein methyltransferase activity	MF
GO:1902117	GO:1902117	3/192	56/11754	0.063364978	0.856927543	0.856927543	CNOT6L/G3BP2/PLK4	3	positive regulation of organelle assembly	BP
GO:1904064	GO:1904064	3/192	56/11754	0.063364978	0.856927543	0.856927543	EDNRA/PKD2/TRPC3	3	positive regulation of cation transmembrane transport	BP
GO:0030323	GO:0030323	5/192	131/11754	0.06350833	0.856927543	0.856927543	FGF2/HHIP/HOPX/SLC7A11/SPRY1	5	respiratory tube development	BP
GO:0007507	GO:0007507	10/192	353/11754	0.064181984	0.856927543	0.856927543	ANK2/BBS7/EDNRA/FAT4/FGF2/HOPX/PKD2/POU4F2/REST/SMAD1	10	heart development	BP
GO:0000723	GO:0000723	4/192	93/11754	0.065750838	0.856927543	0.856927543	HNRNPD/TNKS/WRN/ZNF827	4	telomere maintenance	BP
GO:0009308	GO:0009308	3/192	57/11754	0.066113094	0.856927543	0.856927543	EDNRA/NAAA/SLC7A11	3	amine metabolic process	BP
GO:2001251	GO:2001251	3/192	57/11754	0.066113094	0.856927543	0.856927543	MAD2L1/SMARCA5/TNKS	3	negative regulation of chromosome organization	BP
GO:0006816	GO:0006816	7/192	218/11754	0.06665001	0.856927543	0.856927543	ANK2/ANXA5/EDNRA/FGF2/PKD2/SARAF/TRPC3	7	calcium ion transport	BP
GO:0000217	GO:0000217	2/192	26/11754	0.066781737	0.856927543	0.856927543	LIN54/WRN	2	DNA secondary structure binding	MF
GO:0016233	GO:0016233	2/192	26/11754	0.066781737	0.856927543	0.856927543	HNRNPD/TNKS	2	telomere capping	BP
GO:0031128	GO:0031128	2/192	26/11754	0.066781737	0.856927543	0.856927543	FGF2/SPRY1	2	developmental induction	BP
GO:0040001	GO:0040001	2/192	26/11754	0.066781737	0.856927543	0.856927543	MAD2L1/SPRY1	2	establishment of mitotic spindle localization	BP
GO:0022613	GO:0022613	8/192	263/11754	0.066900229	0.856927543	0.856927543	ABCE1/EXOSC9/NOA1/RPL7L1/SDAD1/SPATA5/UTP3/YTHDC1	8	ribonucleoprotein complex biogenesis	BP
GO:0010948	GO:0010948	6/192	175/11754	0.067268789	0.856927543	0.856927543	FAM175A/JADE1/MAD2L1/PKD2/SMARCA5/TNKS	6	negative regulation of cell cycle process	BP
GO:0055074	GO:0055074	6/192	175/11754	0.067268789	0.856927543	0.856927543	ANK2/ANXA5/EDNRA/FGF2/PKD2/SLC10A7	6	calcium ion homeostasis	BP
GO:0043021	GO:0043021	4/192	94/11754	0.06783691	0.856927543	0.856927543	ABCE1/NAA15/SPATA5/SRP72	4	ribonucleoprotein complex binding	MF
GO:0045786	GO:0045786	7/192	219/11754	0.06794685	0.856927543	0.856927543	FAM175A/JADE1/MAD2L1/NUDT6/PKD2/SMARCA5/TNKS	7	negative regulation of cell cycle	BP
GO:0009896	GO:0009896	9/192	310/11754	0.06805937	0.856927543	0.856927543	BBS7/CNOT6L/EXOSC9/GRSF1/HNRNPD/METTL14/NOCT/RCHY1/SLC4A4	9	positive regulation of catabolic process	BP
GO:0070588	GO:0070588	6/192	176/11754	0.068744748	0.856927543	0.856927543	ANK2/ANXA5/EDNRA/FGF2/PKD2/TRPC3	6	calcium ion transmembrane transport	BP
GO:0032200	GO:0032200	4/192	95/11754	0.069957011	0.856927543	0.856927543	HNRNPD/TNKS/WRN/ZNF827	4	telomere organization	BP
GO:0007099	GO:0007099	2/192	27/11754	0.071371821	0.856927543	0.856927543	CETN1/PLK4	2	centriole replication	BP
GO:0010092	GO:0010092	2/192	27/11754	0.071371821	0.856927543	0.856927543	FGF2/SPRY1	2	specification of animal organ identity	BP
GO:0043502	GO:0043502	2/192	27/11754	0.071371821	0.856927543	0.856927543	PDE5A/TRPC3	2	regulation of muscle adaptation	BP
GO:0060441	GO:0060441	2/192	27/11754	0.071371821	0.856927543	0.856927543	HHIP/SPRY1	2	epithelial tube branching involved in lung morphogenesis	BP
GO:0061028	GO:0061028	2/192	27/11754	0.071371821	0.856927543	0.856927543	EDNRA/HPSE	2	establishment of endothelial barrier	BP
GO:0019751	GO:0019751	3/192	59/11754	0.071770327	0.856927543	0.856927543	COQ2/FGF2/NAAA	3	polyol metabolic process	BP
GO:0043409	GO:0043409	4/192	96/11754	0.072110944	0.856927543	0.856927543	DUSP4/PAQR3/PPEF2/SPRY1	4	negative regulation of MAPK cascade	BP
GO:0007249	GO:0007249	5/192	137/11754	0.073882234	0.856927543	0.856927543	ALPK1/ANKRD17/EDNRA/TIFA/TNIP3	5	canonical NF-kappaB signal transduction	BP
GO:0002274	GO:0002274	4/192	97/11754	0.074298503	0.856927543	0.856927543	IL15/IL8L2/MFHAS1/STAP1	4	myeloid leukocyte activation	BP
GO:0050731	GO:0050731	4/192	97/11754	0.074298503	0.856927543	0.856927543	AREG/EPGN/EREG/IL15	4	positive regulation of peptidyl-tyrosine phosphorylation	BP
GO:0043022	GO:0043022	3/192	60/11754	0.074677953	0.856927543	0.856927543	ABCE1/NAA15/SRP72	3	ribosome binding	MF
GO:0072078	GO:0072078	3/192	60/11754	0.074677953	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	nephron tubule morphogenesis	BP
GO:0043414	GO:0043414	5/192	138/11754	0.075696128	0.856927543	0.856927543	LARP7/METTL14/PRMT9/SETD7/SMARCA5	5	macromolecule methylation	BP
GO:0002752	GO:0002752	2/192	28/11754	0.076061218	0.856927543	0.856927543	MFHAS1/TNIP3	2	cell surface pattern recognition receptor signaling pathway	BP
GO:0042162	GO:0042162	2/192	28/11754	0.076061218	0.856927543	0.856927543	HNRNPD/WRN	2	telomeric DNA binding	MF
GO:0042181	GO:0042181	2/192	28/11754	0.076061218	0.856927543	0.856927543	COQ2/REST	2	ketone biosynthetic process	BP
GO:0050766	GO:0050766	2/192	28/11754	0.076061218	0.856927543	0.856927543	IL15/STAP1	2	positive regulation of phagocytosis	BP
GO:0098534	GO:0098534	2/192	28/11754	0.076061218	0.856927543	0.856927543	CETN1/PLK4	2	centriole assembly	BP
GO:0110110	GO:0110110	2/192	28/11754	0.076061218	0.856927543	0.856927543	FGF2/SPRY1	2	positive regulation of animal organ morphogenesis	BP
GO:0140895	GO:0140895	2/192	28/11754	0.076061218	0.856927543	0.856927543	MFHAS1/TNIP3	2	cell surface toll-like receptor signaling pathway	BP
GO:0045667	GO:0045667	4/192	98/11754	0.076519472	0.856927543	0.856927543	FGF2/NOCT/REST/SMAD1	4	regulation of osteoblast differentiation	BP
GO:0002253	GO:0002253	7/192	226/11754	0.077448933	0.856927543	0.856927543	ALPK1/ANKRD17/MFHAS1/OTUD4/STAP1/TIFA/TNIP3	7	activation of immune response	BP
GO:0051209	GO:0051209	3/192	61/11754	0.077637229	0.856927543	0.856927543	ANK2/FGF2/PKD2	3	release of sequestered calcium ion into cytosol	BP
GO:0051282	GO:0051282	3/192	61/11754	0.077637229	0.856927543	0.856927543	ANK2/FGF2/PKD2	3	regulation of sequestering of calcium ion	BP
GO:0051283	GO:0051283	3/192	61/11754	0.077637229	0.856927543	0.856927543	ANK2/FGF2/PKD2	3	negative regulation of sequestering of calcium ion	BP
GO:0140747	GO:0140747	3/192	61/11754	0.077637229	0.856927543	0.856927543	LARP7/REST/SMAD1	3	regulation of ncRNA transcription	BP
GO:0008757	GO:0008757	4/192	99/11754	0.078773623	0.856927543	0.856927543	METTL14/PRDM8/PRMT9/SETD7	4	S-adenosylmethionine-dependent methyltransferase activity	MF
GO:0045596	GO:0045596	10/192	368/11754	0.079715955	0.856927543	0.856927543	ANKRD17/BBS12/EREG/HOPX/METTL14/NOCT/POU4F2/REST/SMAD1/SPRY1	10	negative regulation of cell differentiation	BP
GO:1901615	GO:1901615	8/192	274/11754	0.080497035	0.856927543	0.856927543	COQ2/EDNRA/FGF2/GC/NAAA/REST/SLC7A11/UGT2A1	8	organic hydroxy compound metabolic process	BP
GO:0005976	GO:0005976	3/192	62/11754	0.080647364	0.856927543	0.856927543	NDST3/PPP1R3B/STBD1	3	polysaccharide metabolic process	BP
GO:0007156	GO:0007156	3/192	62/11754	0.080647364	0.856927543	0.856927543	FAT4/PCDH10/PCDH18	3	homophilic cell adhesion via plasma membrane adhesion molecules	BP
GO:0061333	GO:0061333	3/192	62/11754	0.080647364	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	renal tubule morphogenesis	BP
GO:0072088	GO:0072088	3/192	62/11754	0.080647364	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	nephron epithelium morphogenesis	BP
GO:0008287	GO:0008287	2/192	29/11754	0.080845499	0.856927543	0.856927543	PPP1R3B/PPP2CB	2	protein serine/threonine phosphatase complex	CC
GO:0038084	GO:0038084	2/192	29/11754	0.080845499	0.856927543	0.856927543	ADAMTS3/GAB1	2	vascular endothelial growth factor signaling pathway	BP
GO:0050997	GO:0050997	2/192	29/11754	0.080845499	0.856927543	0.856927543	JCHAIN/SCARB2	2	quaternary ammonium group binding	MF
GO:1903293	GO:1903293	2/192	29/11754	0.080845499	0.856927543	0.856927543	PPP1R3B/PPP2CB	2	phosphatase complex	CC
GO:0001649	GO:0001649	5/192	142/11754	0.083191579	0.856927543	0.856927543	BMP3/FGF2/NOCT/REST/SMAD1	5	osteoblast differentiation	BP
GO:0034764	GO:0034764	4/192	101/11754	0.083380516	0.856927543	0.856927543	EDNRA/PKD2/POU4F2/TRPC3	4	positive regulation of transmembrane transport	BP
GO:0048024	GO:0048024	3/192	63/11754	0.083707558	0.856927543	0.856927543	LARP7/REST/YTHDC1	3	"regulation of mRNA splicing, via spliceosome"	BP
GO:0051208	GO:0051208	3/192	63/11754	0.083707558	0.856927543	0.856927543	ANK2/FGF2/PKD2	3	sequestering of calcium ion	BP
GO:0051897	GO:0051897	3/192	63/11754	0.083707558	0.856927543	0.856927543	FGF2/HPSE/MFHAS1	3	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	BP
GO:0016071	GO:0016071	11/192	421/11754	0.084469725	0.856927543	0.856927543	CNOT6L/EREG/EXOSC9/HNRNPD/LARP7/LSM6/METTL14/NOCT/PRMT9/REST/YTHDC1	11	mRNA metabolic process	BP
GO:0002220	GO:0002220	2/192	30/11754	0.08572035	0.856927543	0.856927543	MFHAS1/TNIP3	2	innate immune response activating cell surface receptor signaling pathway	BP
GO:0003300	GO:0003300	2/192	30/11754	0.08572035	0.856927543	0.856927543	PDE5A/TRPC3	2	cardiac muscle hypertrophy	BP
GO:0036064	GO:0036064	4/192	102/11754	0.085732754	0.856927543	0.856927543	BBS7/INTU/JADE1/PKD2	4	ciliary basal body	CC
GO:0007173	GO:0007173	3/192	64/11754	0.086816991	0.856927543	0.856927543	AREG/EPGN/EREG	3	epidermal growth factor receptor signaling pathway	BP
GO:0072028	GO:0072028	3/192	64/11754	0.086816991	0.856927543	0.856927543	FAT4/FGF2/PKD2	3	nephron morphogenesis	BP
GO:0060541	GO:0060541	5/192	144/11754	0.087081933	0.856927543	0.856927543	FGF2/HHIP/HOPX/SLC7A11/SPRY1	5	respiratory system development	BP
GO:0004540	GO:0004540	3/192	65/11754	0.089974835	0.856927543	0.856927543	CNOT6L/ERI1/NOCT	3	RNA nuclease activity	MF
GO:0006479	GO:0006479	3/192	65/11754	0.089974835	0.856927543	0.856927543	PRMT9/SETD7/SMARCA5	3	protein methylation	BP
GO:0008213	GO:0008213	3/192	65/11754	0.089974835	0.856927543	0.856927543	PRMT9/SETD7/SMARCA5	3	protein alkylation	BP
GO:0034767	GO:0034767	3/192	65/11754	0.089974835	0.856927543	0.856927543	EDNRA/PKD2/TRPC3	3	positive regulation of monoatomic ion transmembrane transport	BP
GO:0008016	GO:0008016	4/192	104/11754	0.09053349	0.856927543	0.856927543	ANK2/EDNRA/HOPX/PDE5A	4	regulation of heart contraction	BP
GO:0005044	GO:0005044	2/192	31/11754	0.090681573	0.856927543	0.856927543	PRSS12/SCARB2	2	scavenger receptor activity	MF
GO:0016073	GO:0016073	2/192	31/11754	0.090681573	0.856927543	0.856927543	EXOSC9/LARP7	2	snRNA metabolic process	BP
GO:0016278	GO:0016278	2/192	31/11754	0.090681573	0.856927543	0.856927543	PRDM8/SETD7	2	lysine N-methyltransferase activity	MF
GO:0016279	GO:0016279	2/192	31/11754	0.090681573	0.856927543	0.856927543	PRDM8/SETD7	2	protein-lysine N-methyltransferase activity	MF
GO:0016538	GO:0016538	2/192	31/11754	0.090681573	0.856927543	0.856927543	CCNA2/CCNI	2	cyclin-dependent protein serine/threonine kinase regulator activity	MF
GO:0072210	GO:0072210	2/192	31/11754	0.090681573	0.856927543	0.856927543	FGF2/PKD2	2	metanephric nephron development	BP
GO:0090068	GO:0090068	5/192	147/11754	0.093093353	0.856927543	0.856927543	ANKRD17/EPGN/EREG/MAD2L1/PLK4	5	positive regulation of cell cycle process	BP
GO:0045787	GO:0045787	6/192	191/11754	0.09312021	0.856927543	0.856927543	ANKRD17/EPGN/EREG/MAD2L1/PKD2/PLK4	6	positive regulation of cell cycle	BP
GO:0001959	GO:0001959	3/192	66/11754	0.093180248	0.856927543	0.856927543	OTUD4/PPP2CB/STAP1	3	regulation of cytokine-mediated signaling pathway	BP
GO:0007088	GO:0007088	3/192	66/11754	0.093180248	0.856927543	0.856927543	EPGN/EREG/MAD2L1	3	regulation of mitotic nuclear division	BP
GO:0045444	GO:0045444	5/192	148/11754	0.095143586	0.856927543	0.856927543	BBS12/BBS7/CDS1/NOCT/PLACL2	5	fat cell differentiation	BP
GO:0051924	GO:0051924	4/192	106/11754	0.0954607	0.856927543	0.856927543	ANK2/PKD2/SARAF/TRPC3	4	regulation of calcium ion transport	BP
GO:0048599	GO:0048599	2/192	32/11754	0.095725081	0.856927543	0.856927543	EDNRA/PDE5A	2	oocyte development	BP
GO:0051293	GO:0051293	2/192	32/11754	0.095725081	0.856927543	0.856927543	MAD2L1/SPRY1	2	establishment of spindle localization	BP
GO:0051785	GO:0051785	2/192	32/11754	0.095725081	0.856927543	0.856927543	EPGN/EREG	2	positive regulation of nuclear division	BP
GO:0051972	GO:0051972	2/192	32/11754	0.095725081	0.856927543	0.856927543	HNRNPD/TNKS	2	regulation of telomerase activity	BP
GO:0010469	GO:0010469	3/192	67/11754	0.096432377	0.856927543	0.856927543	AREG/EPGN/EREG	3	regulation of signaling receptor activity	BP
GO:0071345	GO:0071345	10/192	383/11754	0.097400106	0.856927543	0.856927543	CXCL13/EREG/IL15/IL8L2/OTUD4/POU4F2/PPP2CB/PRDM5/SMARCA5/STAP1	10	cellular response to cytokine stimulus	BP
